ano,Região,estado,municipio,populacao,area,densidade
2024-01-01,Nordeste,Ceará,Saboeiro,14036,1381.274,10.16163339062344
2024-01-01,Nordeste,Bahia,Quijingue,26457,1380.798,19.160659270943324
2024-01-01,Centro-Oeste,Goiás,Mimoso de Goiás,2633,1380.701,1.9070023125933855
2024-01-01,Nordeste,Ceará,Pentecoste,39715,1379.836,28.78240602506385
2024-01-01,Sudeste,Minas Gerais,Delfinópolis,8760,1378.423,6.355088387236719
2024-01-01,Sudeste,São Paulo,Piracicaba,438827,1378.069,318.43615958272045
2024-01-01,Norte,Tocantins,Pau D'Arco,4085,1375.551,2.9697190434960246
2024-01-01,Sul,Rio Grande do Sul,Pedras Altas,2100,1373.985,1.528400965076038
2024-01-01,Nordeste,Maranhão,Imperatriz,285146,1369.039,208.28186779193288
2024-01-01,Norte,Tocantins,Wanderlândia,10751,1365.431,7.8737043468326116
2024-01-01,Nordeste,Bahia,Ribeirão do Largo,10039,1363.7,7.361589792476351
2024-01-01,Norte,Tocantins,Piraquê,2265,1363.412,1.661273334839359
2024-01-01,Nordeste,Bahia,Andorinha,15485,1362.386,11.3660886121848
2024-01-01,Sul,Rio Grande do Sul,Cruz Alta,60486,1360.548,44.457086409299784
2024-01-01,Nordeste,Piauí,Simplício Mendes,14342,1360.028,10.545371124712139
2024-01-01,Nordeste,Maranhão,Passagem Franca,17592,1358.327,12.951226030256338
2024-01-01,Sul,Paraná,Arapoti,26310,1358.176,19.37156892773838
2024-01-01,Centro-Oeste,Goiás,Santa Rita do Araguaia,5842,1357.197,4.30445985365426
2024-01-01,Nordeste,Bahia,Sobradinho,26959,1355.972,19.881678972722153
2024-01-01,Sul,Rio Grande do Sul,Dom Feliciano,13291,1355.195,9.80744468508222
2024-01-01,Nordeste,Bahia,Jussara,16956,1355.173,12.512055656362692
2024-01-01,Sudeste,Minas Gerais,Rio Paranaíba,15143,1352.353,11.197520174096555
2024-01-01,Nordeste,Bahia,Cansanção,39556,1351.891,29.25975540927486
2024-01-01,Sul,Paraná,Adrianópolis,6327,1349.311,4.689059823865662
2024-01-01,Sudeste,Minas Gerais,Aimorés,26165,1348.913,19.397099738826743
2024-01-01,Nordeste,Bahia,Condeúba,17571,1348.039,13.03448935824557
2024-01-01,Norte,Pará,Santa Luzia do Pará,21217,1346.502,15.75712475733419
2024-01-01,Sul,Paraná,Piraí do Sul,24000,1345.418,17.838322365242625
2024-01-01,Centro-Oeste,Mato Grosso,Jauru,8076,1345.411,6.002626706634627
2024-01-01,Centro-Oeste,Goiás,Amaralina,3281,1343.742,2.441688955171454
2024-01-01,Sudeste,Minas Gerais,Monte Carmelo,49354,1343.035,36.748111553310224
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Itaporã,25075,1342.389,18.6793842917366
2024-01-01,Sul,Paraná,São Mateus do Sul,43413,1341.714,32.3563740111529
2024-01-01,Nordeste,Piauí,São Francisco do Piauí,5404,1341.451,4.028473645328827
2024-01-01,Sul,Paraná,Cerro Azul,16240,1341.189,12.108658809459367
2024-01-01,Sudeste,Minas Gerais,Conceição das Alagoas,29949,1340.25,22.345831001678793
2024-01-01,Sudeste,Minas Gerais,Passos,116530,1338.07,87.08811945563386
2024-01-01,Centro-Oeste,Goiás,Montividiu do Norte,3770,1337.232,2.8192564940115106
2024-01-01,Nordeste,Maranhão,Primeira Cruz,13922,1337.161,10.4116108681004
2024-01-01,Nordeste,Pernambuco,Exu,33436,1336.786,25.012230828270194
2024-01-01,Centro-Oeste,Mato Grosso,Nortelândia,5935,1336.754,4.439859540349234
2024-01-01,Nordeste,Pernambuco,Buíque,54425,1336.544,40.7206945674815
2024-01-01,Nordeste,Bahia,Canavieiras,34343,1334.284,25.73889816560792
2024-01-01,Nordeste,Piauí,Jacobina do Piauí,5715,1333.796,4.28476318717405
2024-01-01,Nordeste,Piauí,Valença do Piauí,22920,1333.722,17.184990575247316
2024-01-01,Nordeste,Bahia,Jacaraci,14901,1332.42,11.183410636285855
2024-01-01,Sul,Santa Catarina,Capão Alto,2647,1331.962,1.9872939318088654
2024-01-01,Nordeste,Bahia,Itaeté,13822,1331.822,10.378263761974198
2024-01-01,Centro-Oeste,Mato Grosso,Reserva do Cabaçal,2062,1331.677,1.5484235291290607
2024-01-01,Nordeste,Piauí,Lagoa do Barro do Piauí,5146,1331.025,3.8661933472323957
2024-01-01,Centro-Oeste,Mato Grosso,Nova Olímpia,16314,1327.266,12.291432162053423
2024-01-01,Norte,Tocantins,Bom Jesus do Tocantins,4181,1326.947,3.150841744244495
2024-01-01,Sul,Paraná,Guaratuba,44323,1326.67,33.40921253966698
2024-01-01,Sudeste,Minas Gerais,Água Boa,12545,1320.344,9.50131177935447
2024-01-01,Sul,Santa Catarina,Água Doce,6625,1319.137,5.022222862371384
2024-01-01,Centro-Oeste,Goiás,Palestina de Goiás,3132,1318.047,2.376243032304614
2024-01-01,Sudeste,Minas Gerais,Limeira do Oeste,9087,1317.153,6.898970734607142
2024-01-01,Nordeste,Bahia,Nova Viçosa,41551,1316.379,31.56461778864598
2024-01-01,Nordeste,Piauí,Nazaré do Piauí,6729,1315.841,5.113839742035703
2024-01-01,Sudeste,Minas Gerais,Riacho dos Machados,8886,1315.54,6.754640679872904
2024-01-01,Norte,Rondônia,Cabixi,5690,1314.352,4.329129487382375
2024-01-01,Nordeste,Bahia,Medeiros Neto,22925,1311.739,17.476799881683778
2024-01-01,Nordeste,Ceará,Viçosa do Ceará,62609,1310.91,47.759953009741324
2024-01-01,Nordeste,Ceará,Poranga,12423,1310.771,9.477628052497348
2024-01-01,Norte,Pará,Barcarena,137331,1310.338,104.8057829353953
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Rochedo,5407,1309.574,4.1288235716347454
2024-01-01,Nordeste,Piauí,Milton Brandão,6678,1309.128,5.101105468678388
2024-01-01,Sudeste,São Paulo,Santo Antônio do Aracanguá,8568,1308.432,6.548295975641072
2024-01-01,Sudeste,Minas Gerais,Carmo do Paranaíba,29899,1307.862,22.860974628821694
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Paranhos,13323,1307.092,10.192855590884191
2024-01-01,Nordeste,Bahia,Feira de Santana,657948,1304.425,504.3969565134063
2024-01-01,Nordeste,Rio Grande do Norte,Açu,58906,1303.442,45.19265145668162
2024-01-01,Nordeste,Ceará,Pedra Branca,42257,1302.081,32.45343415655401
2024-01-01,Sudeste,Rio de Janeiro,Valença,71462,1300.767,54.93835560096466
2024-01-01,Nordeste,Bahia,Esplanada,34146,1299.355,26.279192368521304
2024-01-01,Norte,Pará,Sapucaia,6160,1298.19,4.745068133324089
2024-01-01,Sul,Santa Catarina,Itaiópolis,22741,1297.543,17.526201443805718
2024-01-01,Sul,Rio Grande do Sul,São Luiz Gonzaga,35858,1295.52,27.67846115845375
2024-01-01,Sudeste,Minas Gerais,Serra do Salitre,12210,1295.272,9.426591480399484
2024-01-01,Nordeste,Piauí,Cocal,29209,1294.132,22.570340583495344
2024-01-01,Norte,Tocantins,Paraíso do Tocantins,55164,1292.267,42.68777272808173
2024-01-01,Norte,Pará,Brejo Grande do Araguaia,6985,1288.473,5.4211458059268605
2024-01-01,Nordeste,Piauí,São José do Peixe,3320,1287.174,2.5792938639220493
2024-01-01,Nordeste,Piauí,Júlio Borges,5499,1283.916,4.28299047601245
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Angélica,11203,1283.627,8.72761323967165
2024-01-01,Nordeste,Piauí,Queimada Nova,8936,1283.369,6.962923368103796
2024-01-01,Nordeste,Bahia,Lençóis,11170,1283.328,8.703932276082186
2024-01-01,Centro-Oeste,Mato Grosso,São José dos Quatro Marcos,17830,1282.763,13.899683729574365
2024-01-01,Centro-Oeste,Goiás,Itapuranga,26574,1281.404,20.73819029751741
2024-01-01,Nordeste,Piauí,Acauã,6515,1280.838,5.086513673079656
2024-01-01,Norte,Pará,São João do Araguaia,14246,1279.889,11.130652736291976
2024-01-01,Centro-Oeste,Goiás,Fazenda Nova,5878,1279.107,4.595393504999973
2024-01-01,Nordeste,Bahia,Tanhaçu,21741,1277.515,17.01819548107067
2024-01-01,Centro-Oeste,Goiás,Bela Vista de Goiás,36583,1274.034,28.714304327827982
2024-01-01,Centro-Oeste,Mato Grosso,Denise,6815,1273.178,5.352747219948821
2024-01-01,Nordeste,Bahia,Guanambi,93065,1272.366,73.14326223743797
2024-01-01,Nordeste,Piauí,Jurema,4505,1271.881,3.5419980328348326
2024-01-01,Sudeste,Minas Gerais,Jequitaí,6460,1268.443,5.092857936856445
2024-01-01,Centro-Oeste,Goiás,Alvorada do Norte,8597,1268.347,6.778113560405788
2024-01-01,Nordeste,Pernambuco,Tacaratu,24803,1264.532,19.61437116656597
2024-01-01,Sudeste,Minas Gerais,Campo Florido,8838,1264.245,6.990733599895591
2024-01-01,Centro-Oeste,Goiás,Ivolândia,2729,1260.841,2.1644283458421802
2024-01-01,Nordeste,Maranhão,Carutapera,24855,1260.569,19.717286400030464
2024-01-01,Sul,Rio Grande do Sul,Lagoa Vermelha,28617,1260.553,22.701941132185635
2024-01-01,Sudeste,São Paulo,Presidente Epitácio,40383,1260.281,32.04285393495578
2024-01-01,Norte,Tocantins,Silvanópolis,5252,1258.771,4.172323639486452
2024-01-01,Sudeste,Minas Gerais,Caratinga,90687,1258.479,72.06079720043004
2024-01-01,Sudeste,São Paulo,Guaíra,40424,1258.465,32.12167203696567
2024-01-01,Sudeste,Minas Gerais,Águas Vermelhas,14486,1256.607,11.527868299317129
2024-01-01,Nordeste,Pernambuco,Betânia,11981,1256.138,9.537964777755311
2024-01-01,Sudeste,Minas Gerais,Santana de Pirapama,7079,1255.832,5.636900477133883
2024-01-01,Nordeste,Maranhão,Cururupu,32608,1255.667,25.968668444738935
2024-01-01,Sudeste,Minas Gerais,Augusto de Lima,4593,1254.832,3.6602509339895697
2024-01-01,Centro-Oeste,Goiás,Novo Planalto,3723,1254.491,2.967737512664499
2024-01-01,Sudeste,Minas Gerais,Itabira,117747,1253.704,93.91929833517322
2024-01-01,Sudeste,São Paulo,Martinópolis,25299,1253.564,20.181658056549164
2024-01-01,Nordeste,Piauí,Regeneração,17418,1251.321,13.919689671954679
2024-01-01,Sudeste,Minas Gerais,Mutum,28670,1250.824,22.92089054895013
2024-01-01,Norte,Tocantins,Itapiratins,3679,1246.349,2.951821680765179
2024-01-01,Nordeste,Pernambuco,Santa Cruz,14320,1245.983,11.492933691711686
2024-01-01,Sudeste,Minas Gerais,Ouro Preto,77601,1245.865,62.28684488287254
2024-01-01,Nordeste,Maranhão,Monção,28606,1245.548,22.966597834848596
2024-01-01,Nordeste,Maranhão,Itaipava do Grajaú,14143,1244.398,11.36533488481981
2024-01-01,Sul,Paraná,Campo Largo,142695,1243.551,114.74800792247363
2024-01-01,Sudeste,Minas Gerais,Caraí,19654,1242.345,15.82008218329047
2024-01-01,Nordeste,Pernambuco,Inajá,27488,1240.961,22.150575239673124
2024-01-01,Nordeste,Maranhão,Lago da Pedra,45875,1240.444,36.9827255402098
2024-01-01,Sudeste,São Paulo,Mirante do Paranapanema,16069,1238.931,12.970052408084065
2024-01-01,Sul,Rio Grande do Sul,Jóia,7305,1238.709,5.897268850068902
2024-01-01,Sul,Paraná,Guaraniaçu,13814,1238.32,11.155436397700111
2024-01-01,Sudeste,São Paulo,Cananéia,12489,1237.354,10.093312019034164
2024-01-01,Sudeste,Minas Gerais,Lagoa Grande,9210,1236.301,7.449642117898473
2024-01-01,Sul,Paraná,Bituruna,15689,1234.946,12.70419921194935
2024-01-01,Sul,Paraná,Umuarama,121972,1234.537,98.79979295881776
2024-01-01,Sudeste,Espírito Santo,Domingos Martins,37972,1229.21,30.891385524035762
2024-01-01,Sul,Rio Grande do Sul,São Miguel das Missões,7196,1228.91,5.855595609117022
2024-01-01,Sudeste,Minas Gerais,Pintópolis,7231,1228.736,5.8849093702797015
2024-01-01,Nordeste,Rio Grande do Norte,Caicó,63339,1228.583,51.55451442841061
2024-01-01,Nordeste,Bahia,Ribeira do Pombal,56170,1228.126,45.736349527654326
2024-01-01,Nordeste,Ceará,Aracati,78752,1227.197,64.17225596216419
2024-01-01,Nordeste,Bahia,Várzea Nova,13847,1225.892,11.29544853869672
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Guia Lopes da Laguna,10135,1225.426,8.270593246756638
2024-01-01,Nordeste,Bahia,Itaju do Colônia,6157,1225.287,5.02494517610976
2024-01-01,Sudeste,Minas Gerais,Itacarambi,17521,1225.273,14.2996703591771
2024-01-01,Nordeste,Ceará,Caucaia,375730,1223.246,307.15816769480546
2024-01-01,Centro-Oeste,Goiás,Guarani de Goiás,4106,1221.054,3.362668645285139
2024-01-01,Nordeste,Piauí,Avelino Lopes,11106,1220.371,9.100511237975992
2024-01-01,Sudeste,Minas Gerais,Taiobeiras,34392,1220.045,28.189124171649404
2024-01-01,Sudeste,Minas Gerais,Serro,22550,1217.813,18.51680019838842
2024-01-01,Sudeste,Rio de Janeiro,Macaé,264138,1216.989,217.04222470375657
2024-01-01,Nordeste,Piauí,Bertolínia,5701,1216.116,4.687875169802881
2024-01-01,Sul,Rio Grande do Sul,Soledade,30936,1215.056,25.460554904465308
2024-01-01,Norte,Tocantins,Novo Jardim,2263,1213.893,1.8642499791991551
2024-01-01,Sudeste,Minas Gerais,Bom Despacho,53995,1213.546,44.493575027234236
2024-01-01,Sudeste,São Paulo,Avaré,96098,1213.055,79.21982103037372
2024-01-01,Sudeste,Minas Gerais,Ponto dos Volantes,11077,1212.413,9.136325658005976
2024-01-01,Sul,Paraná,Nova Laranjeiras,12287,1210.205,10.152825347771659
2024-01-01,Nordeste,Bahia,Macarani,22596,1210.106,18.672744371154263
2024-01-01,Nordeste,Bahia,Presidente Jânio Quadros,12986,1208.566,10.744965521121726
2024-01-01,Norte,Tocantins,Alvorada,9094,1207.201,7.533128286010366
2024-01-01,Centro-Oeste,Goiás,Santa Terezinha de Goiás,10818,1206.6,8.96568871208354
2024-01-01,Norte,Tocantins,Pequizeiro,5038,1206.118,4.177037404300409
2024-01-01,Nordeste,Piauí,Cristalândia do Piauí,7454,1202.896,6.196711935196393
2024-01-01,Sul,Paraná,Paranavaí,95525,1202.266,79.45413078303802
2024-01-01,Sudeste,Rio de Janeiro,Rio de Janeiro,6729894,1200.33,5606.7031566319265
2024-01-01,Nordeste,Bahia,Ituaçu,18493,1199.374,15.418876847422071
2024-01-01,Sul,Paraná,Toledo,158620,1198.049,132.3985913764796
2024-01-01,Norte,Rondônia,Santa Luzia D'Oeste,7877,1197.796,6.576245036717437
2024-01-01,Sudeste,São Paulo,Buri,20674,1196.463,17.279263963866832
2024-01-01,Norte,Tocantins,Muricilândia,3485,1194.368,2.917861161719001
2024-01-01,Sudeste,Minas Gerais,Mariana,64058,1194.208,53.640571826683455
2024-01-01,Nordeste,Maranhão,Vitorino Freire,31906,1193.386,26.735691553277817
2024-01-01,Sul,Rio Grande do Sul,Muitos Capões,2938,1193.23,2.4622243825582664
2024-01-01,Norte,Rondônia,Mirante da Serra,9740,1191.875,8.171997902464604
2024-01-01,Norte,Tocantins,Xambioá,10683,1190.489,8.973623443811745
2024-01-01,Nordeste,Maranhão,Vila Nova dos Martírios,10575,1190.008,8.886494880706683
2024-01-01,Nordeste,Bahia,Entre Rios,39902,1187.766,33.59415911888368
2024-01-01,Nordeste,Piauí,Santa Luz,5425,1185.398,4.576521978272277
2024-01-01,Nordeste,Maranhão,Serrano do Maranhão,10461,1185.31,8.825539310391374
2024-01-01,Sudeste,Espírito Santo,Conceição da Barra,28953,1182.587,24.48276532720214
2024-01-01,Sul,Rio Grande do Sul,Cambará do Sul,6492,1181.811,5.493264151374459
2024-01-01,Sul,Paraná,Céu Azul,11251,1179.449,9.539200084107069
2024-01-01,Sudeste,Minas Gerais,Tapira,4212,1179.248,3.5717677706470563
2024-01-01,Nordeste,Bahia,Feira da Mata,5825,1176.111,4.952763812259216
2024-01-01,Nordeste,Ceará,Amontada,44342,1175.044,37.736459230462856
2024-01-01,Sul,Rio Grande do Sul,São Vicente do Sul,8259,1174.822,7.030001140598321
2024-01-01,Sul,Rio Grande do Sul,São José dos Ausentes,4286,1173.907,3.651055833213364
2024-01-01,Nordeste,Bahia,Mirante,10523,1172.861,8.972077680134303
2024-01-01,Sudeste,Minas Gerais,Luz,18304,1171.659,15.62229283434856
2024-01-01,Nordeste,Piauí,União,47707,1170.742,40.74937091178074
2024-01-01,Sudeste,São Paulo,Marília,246627,1170.515,210.69956386718664
2024-01-01,Nordeste,Bahia,Cândido Sales,26465,1169.814,22.623254637061958
2024-01-01,Nordeste,Maranhão,Paulo Ramos,20792,1168.609,17.792092992609163
2024-01-01,Norte,Tocantins,Aragominas,5360,1168.213,4.588204377112736
2024-01-01,Nordeste,Piauí,Porto Alegre do Piauí,2391,1168.043,2.0470136801470495
2024-01-01,Nordeste,Maranhão,Alcântara,18774,1167.964,16.07412557236353
2024-01-01,Sudeste,São Paulo,Araçatuba,207775,1167.126,178.02276703629258
2024-01-01,Nordeste,Maranhão,Viana,53115,1166.745,45.524086239923896
2024-01-01,Centro-Oeste,Mato Grosso,Santo Afonso,2460,1166.382,2.1090860455665466
2024-01-01,Nordeste,Bahia,Teixeira de Freitas,153332,1165.622,131.54521791798712
2024-01-01,Centro-Oeste,Goiás,Santa Fé de Goiás,5036,1164.186,4.325769249930853
2024-01-01,Sudeste,Minas Gerais,Araxá,117677,1164.062,101.09169442864729
2024-01-01,Norte,Tocantins,Colméia,9158,1161.03,7.8878237427112134
2024-01-01,Norte,Tocantins,Aparecida do Rio Negro,5067,1159.034,4.3717440558258
2024-01-01,Nordeste,Bahia,Riachão do Jacuípe,35118,1155.419,30.39416869551219
2024-01-01,Nordeste,Ceará,Assaré,22212,1155.124,19.229104407838467
2024-01-01,Centro-Oeste,Goiás,Uirapuru,2809,1154.305,2.433498945252771
2024-01-01,Centro-Oeste,Goiás,Paranaiguara,7470,1153.415,6.476420022281659
2024-01-01,Sudeste,Minas Gerais,Turmalina,20650,1153.111,17.90807649914015
2024-01-01,Nordeste,Piauí,Amarante,17577,1152.127,15.256130617544768
2024-01-01,Sudeste,São Paulo,Iporanga,4091,1152.059,3.551033410615255
2024-01-01,Nordeste,Maranhão,São Domingos do Maranhão,35221,1151.978,30.574368607733827
2024-01-01,Centro-Oeste,Goiás,Matrinchã,4033,1150.503,3.505423280078366
2024-01-01,Sul,Santa Catarina,Canoinhas,56721,1148.036,49.40698723733402
2024-01-01,Sudeste,Minas Gerais,União de Minas,3848,1147.407,3.35364870529812
2024-01-01,Nordeste,Ceará,Alto Santo,14418,1147.208,12.567903989511928
2024-01-01,Nordeste,Bahia,São Gabriel,19210,1146.054,16.761862879061542
2024-01-01,Sul,Santa Catarina,Santa Cecília,15764,1145.845,13.757532650576648
2024-01-01,Nordeste,Maranhão,Governador Newton Bello,10981,1144.146,9.597551361452123
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Antônio João,9641,1142.531,8.438283075032539
2024-01-01,Centro-Oeste,Goiás,Santa Helena de Goiás,39481,1142.337,34.56160485040754
2024-01-01,Nordeste,Bahia,Ibicuí,14306,1139.378,12.555973522395554
2024-01-01,Nordeste,Ceará,Crato,138232,1138.15,121.45323551377234
2024-01-01,Nordeste,Maranhão,João Lisboa,25287,1137.104,22.238071451687794
2024-01-01,Sudeste,São Paulo,São Carlos,265294,1136.907,233.34714273023212
2024-01-01,Nordeste,Maranhão,Centro do Guilherme,12668,1134.646,11.164715691061353
2024-01-01,Nordeste,Piauí,Capitão Gervásio Oliveira,4065,1132.995,3.5878357803873806
2024-01-01,Sudeste,Minas Gerais,Montezuma,6979,1130.419,6.173816965213783
2024-01-01,Sudeste,Minas Gerais,São Francisco de Sales,5857,1128.864,5.188401791535561
2024-01-01,Sul,Santa Catarina,Joinville,654888,1127.947,580.6017481317829
2024-01-01,Nordeste,Bahia,Una,18403,1126.733,16.333062047530337
2024-01-01,Centro-Oeste,Goiás,Cabeceiras,7678,1126.434,6.8162005053114525
2024-01-01,Norte,Tocantins,Cariri do Tocantins,4147,1126.291,3.68199692619403
2024-01-01,Sudeste,Minas Gerais,Santo Antônio do Monte,28358,1125.78,25.189646289683598
2024-01-01,Nordeste,Maranhão,Icatu,25332,1124.446,22.528427332215156
2024-01-01,Nordeste,Bahia,Valença,90028,1123.975,80.09786694543918
2024-01-01,Centro-Oeste,Mato Grosso,Nova Guarita,4579,1121.928,4.081367075249035
2024-01-01,Sul,Rio Grande do Sul,Itacurubi,3042,1120.874,2.713953575513394
2024-01-01,Nordeste,Ceará,Camocim,65031,1120.449,58.04012498560844
2024-01-01,Sudeste,Rio de Janeiro,São Francisco de Itabapoana,47368,1118.037,42.36711307407536
2024-01-01,Nordeste,Bahia,Rio de Contas,13627,1115.252,12.218763113628132
2024-01-01,Sudeste,Minas Gerais,Jaboticatubas,21214,1114.972,19.026486763793173
2024-01-01,Sudeste,São Paulo,Santa Cruz do Rio Pardo,47677,1114.747,42.7693458695112
2024-01-01,Centro-Oeste,Mato Grosso,Jangada,7447,1114.302,6.683107452019292
2024-01-01,Nordeste,Bahia,Potiraguá,10636,1111.567,9.568474055095194
2024-01-01,Sudeste,Minas Gerais,Dores do Indaiá,12786,1111.202,11.506458771672477
2024-01-01,Sudeste,Minas Gerais,Nova Ponte,15113,1111.011,13.602925623598686
2024-01-01,Sudeste,Minas Gerais,Rubelita,5572,1110.295,5.018486078024308
2024-01-01,Nordeste,Rio Grande do Norte,Governador Dix-Sept Rosado,12239,1109.36,11.032487199826928
2024-01-01,Centro-Oeste,Goiás,Santa Cruz de Goiás,3016,1109.007,2.7195500118574545
2024-01-01,Sudeste,Minas Gerais,Ninheira,10915,1108.256,9.848807495741056
2024-01-01,Sudeste,Rio de Janeiro,Itaperuna,107246,1106.694,96.90664266725943
2024-01-01,Norte,Tocantins,Barra do Ouro,4641,1105.84,4.196809665051002
2024-01-01,Norte,Tocantins,Taipas do Tocantins,2086,1105.303,1.887265301912688
2024-01-01,Sudeste,São Paulo,Brotas,24423,1101.373,22.175048780022752
2024-01-01,Nordeste,Maranhão,Arari,30521,1100.275,27.739428779168843
2024-01-01,Sudeste,São Paulo,Itaberá,18258,1100.247,16.59445560860425
2024-01-01,Norte,Pará,Augusto Corrêa,47596,1099.58,43.28561814510996
2024-01-01,Norte,Tocantins,São Bento do Tocantins,5936,1099.58,5.398424853125739
2024-01-01,Sudeste,São Paulo,São José dos Campos,724756,1099.409,659.223273595177
2024-01-01,Sudeste,Rio de Janeiro,Resende,137612,1099.336,125.17737980017029
2024-01-01,Nordeste,Bahia,Marcionílio Souza,9507,1099.283,8.648364433908284
2024-01-01,Sudeste,Espírito Santo,Montanha,19752,1099.06,17.9717212891016
2024-01-01,Nordeste,Piauí,Eliseu Martins,4435,1097.79,4.03993477805409
2024-01-01,Nordeste,Ceará,Araripe,20223,1097.34,18.42911039422604
2024-01-01,Norte,Pará,São Miguel do Guamá,55798,1094.565,50.97732889321328
2024-01-01,Nordeste,Rio Grande do Norte,Caraúbas,20161,1094.489,18.420468364688908
2024-01-01,Sudeste,São Paulo,Itaí,25930,1092.884,23.726214310027412
2024-01-01,Nordeste,Piauí,Pavussu,3698,1090.697,3.39049250158385
2024-01-01,Nordeste,Bahia,Rafael Jambeiro,20146,1090.552,18.473213565240357
2024-01-01,Sudeste,Minas Gerais,Ferros,9666,1088.791,8.877736865936622
2024-01-01,Nordeste,Piauí,Landri Sales,5311,1088.583,4.878819529608674
2024-01-01,Nordeste,Bahia,Paramirim,21009,1087.061,19.326422344284268
2024-01-01,Centro-Oeste,Mato Grosso,Mirassol d'Oeste,27511,1085.486,25.344407942617405
2024-01-01,Norte,Tocantins,Tocantinópolis,23203,1083.6,21.412882982650427
2024-01-01,Nordeste,Ceará,Campos Sales,26082,1082.582,24.092401314634824
2024-01-01,Nordeste,Bahia,Inhambupe,35397,1082.283,32.70586343867547
2024-01-01,Sudeste,Minas Gerais,Resplendor,17612,1081.796,16.280333815247975
2024-01-01,Nordeste,Ceará,Banabuiú,17654,1080.986,16.331386345429078
2024-01-01,Centro-Oeste,Goiás,Barro Alto,10738,1080.268,9.94012596874109
2024-01-01,Nordeste,Sergipe,Canindé de São Francisco,33491,1080.009,31.009926769128775
2024-01-01,Nordeste,Ceará,Mauriti,47406,1079.011,43.93467721830454
2024-01-01,Centro-Oeste,Goiás,Pires do Rio,33494,1077.641,31.080851600857798
2024-01-01,Norte,Pará,Santa Cruz do Arari,7654,1076.652,7.109075170064236
2024-01-01,Nordeste,Piauí,Simões,14650,1076.055,13.614545724893244
2024-01-01,Centro-Oeste,Goiás,Arenópolis,2930,1075.535,2.7242256179482767
2024-01-01,Sudeste,Minas Gerais,Guanhães,33434,1075.124,31.09780825281549
2024-01-01,Nordeste,Sergipe,Poço Redondo,29117,1074.584,27.096066943114728
2024-01-01,Nordeste,Maranhão,Sucupira do Norte,10471,1074.435,9.745587215606342
2024-01-01,Nordeste,Piauí,Luís Correia,31775,1074.132,29.582025300428622
2024-01-01,Nordeste,Maranhão,Brejo,35322,1073.258,32.91100555504827
2024-01-01,Norte,Tocantins,Monte Santo do Tocantins,2500,1072.92,2.330089848264549
2024-01-01,Nordeste,Piauí,São Francisco de Assis do Piauí,5703,1072.311,5.318419749494317
2024-01-01,Sul,Rio Grande do Sul,São José do Norte,26245,1071.824,24.486296257594528
2024-01-01,Sul,Paraná,General Carneiro,10861,1071.183,10.139257251095284
2024-01-01,Nordeste,Ceará,Arneiroz,7619,1068.437,7.130977306102279
2024-01-01,Sudeste,Minas Gerais,Carmo do Rio Claro,21464,1065.685,20.141036047237225
2024-01-01,Sudeste,São Paulo,Castilho,20418,1065.318,19.166108147989615
2024-01-01,Centro-Oeste,Goiás,Corumbá de Goiás,10714,1064.833,10.061671642407775
2024-01-01,Sudeste,Minas Gerais,Juvenília,5929,1064.692,5.568746642221412
2024-01-01,Centro-Oeste,Goiás,Campinorte,12879,1064.541,12.098171888165886
2024-01-01,Nordeste,Maranhão,Lajeado Novo,7227,1063.62,6.794719918767981
2024-01-01,Sudeste,São Paulo,Sete Barras,12912,1062.699,12.150194928196976
2024-01-01,Norte,Pará,Belém,1398531,1059.458,1320.0438337338526
2024-01-01,Sudeste,Minas Gerais,Martinho Campos,14461,1058.418,13.66284398035559
2024-01-01,Sudeste,São Paulo,Ibiúna,77651,1058.082,73.38845193472717
2024-01-01,Sul,Santa Catarina,Bom Retiro,8468,1057.034,8.01109519655943
2024-01-01,Nordeste,Pernambuco,Petrolândia,35991,1056.589,34.06338699342886
2024-01-01,Sul,Rio Grande do Sul,Barra do Quaraí,4337,1055.937,4.107252610714466
2024-01-01,Nordeste,Bahia,Ipupiara,10318,1055.76,9.77305448207926
2024-01-01,Sul,Paraná,Mangueirinha,16764,1055.458,15.883152148166955
2024-01-01,Nordeste,Bahia,Cristópolis,14514,1052.837,13.785609738259579
2024-01-01,Centro-Oeste,Goiás,Vila Boa,4185,1052.593,3.9758957165780124
2024-01-01,Centro-Oeste,Mato Grosso do Sul,Taquarussu,3730,1052.232,3.544845623398642
2024-01-01,Nordeste,Maranhão,Governador Nunes Freire,23563,1049.604,22.449419018982397
2024-01-01,Sul,Rio Grande do Sul,Santo Antônio da Patrulha,44393,1049.583,42.2958451118206
2024-01-01,Nordeste,Ceará,Tabuleiro do Norte,32044,1047.637,30.58693039669275
2024-01-01,Centro-Oeste,Goiás,Abadiânia,17638,1044.555,16.885659443495076
2024-01-01,Nordeste,Ceará,Quiterianópolis,20506,1041.832,19.68263597201852
2024-01-01,Sudeste,Minas Gerais,Comendador Gomes,2813,1041.047,2.702087417763079
2024-01-01,Sudeste,Minas Gerais,Itapecerica,21462,1040.519,20.62624517188057
